Date|Close|Open|High|Low|Volume|Change
2022-02-25|2,477.26|2,482.59|2,494.31|2,467.67|50.73M|0.81%
2022-02-28|2,496.85|2,462.62|2,496.85|2,454.69|61.89M|0.79%
2022-03-02|2,485.91|2,496.60|2,501.06|2,479.90|51.30M|-0.44%
2022-03-03|2,532.88|2,513.77|2,535.49|2,512.97|48.72M|1.89%
2022-03-04|2,483.92|2,518.88|2,519.19|2,477.50|44.20M|-1.93%
2022-03-07|2,421.65|2,444.40|2,444.40|2,412.86|57.91M|-2.51%
2022-03-08|2,399.46|2,385.30|2,422.04|2,378.82|53.33M|-0.92%
2022-03-10|2,461.74|2,433.87|2,464.44|2,433.87|74.21M|2.60%
2022-03-11|2,433.07|2,445.55|2,449.82|2,418.99|51.84M|-1.16%
2022-03-14|2,430.60|2,428.97|2,441.00|2,418.23|48.23M|-0.10%
2022-03-15|2,409.75|2,415.29|2,428.19|2,405.95|47.89M|-0.86%
2022-03-16|2,444.13|2,437.05|2,446.06|2,415.69|40.65M|1.43%
2022-03-17|2,488.46|2,491.81|2,506.72|2,488.25|64.70M|1.81%
2022-03-18|2,491.68|2,486.12|2,495.78|2,472.82|60.22M|0.13%
2022-03-21|2,464.09|2,502.17|2,502.17|2,461.58|43.32M|-1.11%
2022-03-22|2,484.70|2,462.74|2,487.95|2,462.74|45.62M|0.84%
2022-03-23|2,509.38|2,502.78|2,520.58|2,495.31|47.40M|0.99%
2022-03-24|2,495.05|2,486.63|2,495.99|2,475.67|68.51M|-0.57%
2022-03-25|2,486.81|2,506.13|2,506.13|2,481.31|46.62M|-0.33%
2022-03-28|2,485.64|2,476.19|2,493.70|2,461.41|39.36M|-0.05%
2022-03-29|2,503.43|2,500.99|2,513.08|2,491.89|42.92M|0.72%
2022-03-30|2,510.97|2,521.78|2,525.31|2,505.05|43.85K|0.30%
2022-03-31|2,515.99|2,507.10|2,527.44|2,505.55|42.67M|0.20%
2022-04-01|2,496.53|2,503.29|2,503.29|2,485.98|45.51M|-0.77%
2022-04-04|2,508.09|2,485.82|2,509.24|2,476.67|33.11M|0.46%
2022-04-05|2,507.56|2,516.16|2,521.10|2,500.33|34.67M|-0.02%
2022-04-06|2,478.80|2,486.41|2,492.48|2,476.18|49.26M|-1.15%
2022-04-07|2,443.47|2,460.39|2,464.94|2,440.04|58.80M|-1.43%
2022-04-08|2,442.64|2,451.21|2,457.22|2,430.63|47.98M|-0.03%
2022-04-11|2,439.79|2,431.03|2,453.24|2,426.28|43.21M|-0.12%
2022-04-12|2,414.94|2,422.73|2,433.86|2,408.95|43.39M|-1.02%
2022-04-13|2,462.12|2,424.67|2,465.53|2,421.61|42.87M|1.95%
2022-04-14|2,446.06|2,462.05|2,462.49|2,438.70|48.72M|-0.65%
2022-04-15|2,417.95|2,424.01|2,428.66|2,412.56|37.98M|-1.15%
2022-04-18|2,417.10|2,405.80|2,424.79|2,401.49|29.94M|-0.04%
2022-04-19|2,444.02|2,433.71|2,454.34|2,431.00|37.44M|1.11%
2022-04-20|2,446.77|2,443.16|2,451.65|2,428.11|47.45M|0.11%
2022-04-21|2,454.75|2,450.71|2,467.56|2,450.71|40.59M|0.33%
2022-04-22|2,428.47|2,429.24|2,432.58|2,417.22|42.07M|-1.07%
