Date|Close|Open|High|Low|Volume|Change|Value
1995-07-29|928.64|932.78|935.55|928.61|17.79M|-0.45%|0
1995-07-31|933.57|928.47|933.57|927.16|21.49M|0.53%|1
1995-08-01|944.6|933.34|945|932.59|25.84M|1.18%|1
1995-08-02|935.7|944.41|944.71|933.35|30.99M|-0.94%|0
1995-08-03|922.95|935.7|935.7|921.92|24.06M|-1.36%|0
1995-08-04|917.47|922.86|922.86|911.77|25.08M|-0.59%|0
1995-08-05|914.16|917.65|922.09|914.1|19.94M|-0.36%|0
1995-08-07|907.84|913.89|914.15|907.84|24.41M|-0.69%|0
1995-08-08|901.87|907.37|912.65|898.95|26.36M|-0.66%|0
1995-08-09|924.41|902.21|924.46|902.21|30.00M|2.50%|1
1995-08-10|916.01|924.69|929.15|913.68|39.69M|-0.91%|0
1995-08-11|914.23|916.2|920.01|910.28|48.91M|-0.19%|0
1995-08-12|910.03|914.18|915.66|908.3|34.93M|-0.46%|0
1995-08-14|908.69|910.16|916.98|908.69|33.06M|-0.15%|0
1995-08-16|904.44|908.82|911.57|901.37|28.86M|-0.47%|0
1995-08-17|902.82|904.29|904.72|896.23|49.70M|-0.18%|0
1995-08-18|906.9|902.73|907.05|895.85|29.93M|0.45%|1
1995-08-19|911.88|906.9|912.03|906.31|33.48M|0.55%|1
1995-08-21|913.31|908.8|915.74|908.51|44.57M|0.16%|1
1995-08-22|917.79|913.34|918.53|913.34|35.35M|0.49%|1
1995-08-23|925.81|917.79|926.43|917.79|39.79M|0.87%|1
1995-08-24|927.82|925.72|929.1|925.42|42.40M|0.22%|1
1995-08-25|921.1|926.99|929.17|921.04|30.30M|-0.72%|0
1995-08-26|921.69|921.05|922.11|915.1|18.05M|0.06%|1
1995-08-28|922.44|921.7|928.36|918.84|25.61M|0.08%|1
1995-08-29|916.46|922.17|922.24|914.6|24.71M|-0.65%|0
1995-08-30|914.71|915.51|918.12|914.1|19.72M|-0.19%|0
1995-08-31|914.06|913.88|917.39|909.36|22.97M|-0.07%|0
1995-09-01|911.36|913.67|917|905.1|18.00M|-0.30%|0
1995-09-02|918.82|911.12|923.38|911.04|14.21M|0.82%|1
1995-09-04|922.49|918.47|924.21|918.47|19.34M|0.40%|1
1995-09-05|928.96|922.36|929.09|920.5|25.43M|0.70%|1
1995-09-06|944.52|929.02|944.71|929.02|32.20M|1.67%|1
1995-09-07|953.81|944.52|955.69|944.52|40.81M|0.98%|1
1995-09-11|950.98|954.05|958.45|945.39|29.07M|-0.30%|0
1995-09-12|952.28|950.89|956.22|949.32|36.84M|0.14%|1
1995-09-13|968.32|952.31|968.54|952.31|54.42M|1.68%|1
1995-09-14|965.72|968.88|980.51|963.18|67.35M|-0.27%|0
1995-09-15|985.64|965.86|985.65|965.86|51.87M|2.06%|1
1995-09-16|995.57|985.71|996.7|985.71|42.64M|1.01%|1
1995-09-18|1,000.21|995.57|1,001.33|989.67|57.15M|0.47%|1
1995-09-19|992.57|1,000.21|1,014.65|992.57|61.88M|-0.76%|0
1995-09-20|1,009.47|992.57|1,009.51|988.48|44.62M|1.70%|1
1995-09-21|1,012.29|1,009.39|1,020.44|1,008.55|56.23M|0.28%|1
1995-09-22|997.73|1,012.29|1,013.64|997.73|39.14M|-1.44%|0
1995-09-23|991.33|997.55|997.55|987.36|21.21M|-0.64%|0
1995-09-25|985.2|990.84|998.54|985.2|26.27M|-0.62%|0
1995-09-26|983.82|983.99|985.75|977.69|23.64M|-0.14%|0
1995-09-27|980.78|983.75|985.56|979.86|23.26M|-0.31%|0
1995-09-28|985.88|980.92|990.03|980.24|31.45M|0.52%|1
1995-09-29|987.1|985.93|990.3|985.71|30.29M|0.12%|1
1995-09-30|982.65|987.07|988.87|981.38|18.36M|-0.45%|0
1995-10-02|975.79|982.43|984.35|974.71|18.87M|-0.70%|0
1995-10-04|982.89|975.62|987.69|974.05|21.27M|0.73%|1
1995-10-05|989.05|982.7|989.24|977.81|27.52M|0.63%|1
1995-10-06|1,002.07|989.05|1,007.49|989.05|35.63M|1.32%|1
1995-10-07|1,003.40|1,002.07|1,010.35|1,002.07|23.01M|0.13%|1
1995-10-09|1,008.29|1,003.40|1,015.12|1,003.40|36.43M|0.49%|1
1995-10-10|1,004.16|1,008.29|1,015.24|1,003.73|30.11M|-0.41%|0
1995-10-11|1,011.00|1,004.16|1,011.87|1,004.02|34.44M|0.68%|1
1995-10-12|1,016.66|1,011.00|1,022.49|1,011.00|39.15M|0.56%|1
1995-10-13|1,014.30|1,016.66|1,018.50|1,010.92|34.33M|-0.23%|0
1995-10-14|1,016.77|1,014.30|1,019.05|1,014.27|21.59M|0.24%|1
1995-10-16|1,007.48|1,016.77|1,019.84|1,007.48|26.38M|-0.91%|0
1995-10-17|1,005.78|1,007.48|1,010.13|1,002.59|25.92M|-0.17%|0
1995-10-18|1,006.70|1,005.78|1,009.96|1,005.76|27.42M|0.09%|1
1995-10-19|1,000.22|1,006.70|1,007.46|995.29|25.38M|-0.64%|0
1995-10-20|994.89|995.4|998.31|989.72|22.08M|-0.53%|0
1995-10-21|999.5|994.89|1,003.00|993.56|15.47M|0.46%|1
1995-10-23|976.39|999.25|999.25|975.66|25.06M|-2.31%|0
1995-10-24|992.76|976.33|992.76|975.51|22.66M|1.68%|1
1995-10-25|997.88|992.76|1,003.26|992.47|30.26M|0.52%|1
1995-10-26|1,001.15|997.88|1,005.01|997.4|26.67M|0.33%|1
1995-10-27|1,001.37|1,001.15|1,011.46|999.05|29.27M|0.02%|1
1995-10-28|992.05|1,001.37|1,001.37|992.05|13.90M|-0.93%|0
1995-10-30|982.87|991.36|991.36|982.11|16.08M|-0.93%|0
1995-10-31|990.26|982.76|990.28|982.07|20.95M|0.75%|1
1995-11-01|997.52|990.47|997.68|990.27|21.24M|0.73%|1
1995-11-02|994.68|997.5|998.88|994.01|21.98M|-0.28%|0
1995-11-03|989.74|994.25|994.25|986.34|20.37M|-0.50%|0
1995-11-04|989.97|989.71|992.37|987.53|16.45M|0.02%|1
1995-11-06|992.77|990.02|995.96|989.76|23.49M|0.28%|1
1995-11-07|987.72|992.71|994.09|983.03|23.26M|-0.51%|0
1995-11-08|980.84|987.5|990.67|980.8|24.24M|-0.70%|0
1995-11-09|970.91|979.51|979.51|964.11|22.99M|-1.01%|0
1995-11-10|965.95|970.58|970.58|960.36|19.50M|-0.51%|0
1995-11-11|976.25|965.98|976.65|965.98|15.25M|1.07%|1
1995-11-13|954.04|974.86|974.86|954.04|17.26M|-2.28%|0
1995-11-14|948.34|953.85|956.62|946.94|17.06M|-0.60%|0
1995-11-15|937.04|948.23|954.17|937.04|25.09M|-1.19%|0
1995-11-16|933.95|936.92|941.34|932.57|20.07M|-0.33%|0
1995-11-17|952.37|933.92|952.37|933.92|20.10M|1.97%|1
1995-11-18|946.35|952.36|953.2|945.55|13.23M|-0.63%|0
1995-11-20|931.64|945.06|945.06|931.64|14.23M|-1.55%|0
1995-11-21|917.97|931.14|931.14|913.72|15.90M|-1.47%|0
1995-11-22|921.03|918.33|925.95|914.19|16.16M|0.33%|1
1995-11-23|932.58|921.2|932.62|921.2|16.52M|1.25%|1
1995-11-24|944.85|932.3|949.38|932.3|21.20M|1.32%|1
1995-11-25|942.5|944.74|948.74|936.47|14.36M|-0.25%|0
1995-11-27|949.23|942.69|951.55|942.38|21.49M|0.71%|1
1995-11-28|952.89|949.11|956.73|949.11|23.93M|0.39%|1
1995-11-29|948.31|952.98|953.54|947.07|17.23M|-0.48%|0
1995-11-30|930.92|947.88|947.88|930.92|20.22M|-1.83%|0
1995-12-01|939|930.69|939.3|929.59|14.41M|0.87%|1
1995-12-02|931.23|938.53|938.53|925.73|11.86M|-0.83%|0
1995-12-04|934.95|930.79|937.41|929.62|12.09M|0.40%|1
1995-12-05|946.98|934.98|946.98|934.98|17.15M|1.29%|1
1995-12-06|954.61|947.85|959.47|947.85|21.44M|0.81%|1
1995-12-07|960.57|954.95|965.33|954.95|21.79M|0.62%|1
1995-12-08|958.62|960.55|963.99|954.03|19.39M|-0.20%|0
1995-12-09|962.87|958.44|962.88|956.22|13.81M|0.44%|1
1995-12-11|947.75|962.55|963.78|947.72|19.76M|-1.57%|0
1995-12-12|943.22|947.83|949.33|939.39|15.37M|-0.48%|0
1995-12-13|929.46|943.14|951.13|929.46|18.74M|-1.46%|0
1995-12-14|908.67|929.23|929.23|908.67|17.56M|-2.24%|0
1995-12-15|899.55|908.3|909.44|897.01|16.92M|-1.00%|0
1995-12-16|884.39|899.02|899.02|884.39|13.30M|-1.69%|0
1995-12-18|867.18|883.47|887.92|867.18|17.42M|-1.95%|0
1995-12-19|890.79|867.21|892.57|864.59|20.87M|2.72%|1
1995-12-20|892.04|890.76|899.72|887.22|20.98M|0.14%|1
1995-12-21|899.86|891.25|899.84|889.42|23.43M|0.88%|1
1995-12-22|894.67|899.95|902.9|891.55|20.73M|-0.58%|0
1995-12-23|893.11|894.72|899.17|893.06|12.88M|-0.17%|0
1995-12-26|876.37|892.95|894.76|876.37|23.07M|-1.87%|0
1995-12-27|882.94|876.05|882.94|872.6|25.15M|0.75%|1
1996-01-03|888.85|882.29|889.59|880.45|9.49M|0.67%|1
1996-01-04|859.97|888.6|890.87|859.97|18.28M|-3.25%|0
1996-01-05|856.62|858.84|858.84|844.04|18.78M|-0.39%|0
1996-01-06|858.36|856.49|862.64|856.49|12.74M|0.20%|1
1996-01-08|866.81|857.49|876.1|850.67|22.04M|0.98%|1
1996-01-09|881.99|867.45|882.79|867.45|23.11M|1.75%|1
1996-01-10|885.77|882.09|885.77|872.04|24.67M|0.43%|1
1996-01-11|883.96|885.51|894.49|883.43|28.63M|-0.20%|0
1996-01-12|878.64|883.57|886.07|878.55|23.19M|-0.60%|0
1996-01-13|874.46|878.02|880.53|873.6|15.34M|-0.48%|0
1996-01-15|865.46|873.92|878.59|865.3|20.40M|-1.03%|0
1996-01-16|868.27|864.84|875.23|859.74|20.25M|0.32%|1
1996-01-17|857.06|866.64|870.4|856.57|19.45M|-1.29%|0
1996-01-18|849.14|856.5|856.5|845.07|18.08M|-0.92%|0
1996-01-19|848.07|846.83|853.25|841.89|19.97M|-0.13%|0
1996-01-20|842.72|848.02|848.19|837.01|12.46M|-0.63%|0
1996-01-22|842.8|842.64|849.16|839.52|18.61M|0.01%|1
1996-01-23|850.83|842.67|853.88|842.66|22.32M|0.95%|1
1996-01-24|865.55|850.96|865.56|850.96|23.41M|1.73%|1
1996-01-25|868.17|865.64|869.42|862.55|25.95M|0.30%|1
1996-01-26|867.38|868.59|872.84|866.34|28.87M|-0.09%|0
1996-01-27|864.77|867.29|868.58|863.42|15.43M|-0.30%|0
1996-01-29|873.15|864.7|878.39|864.7|32.07M|0.97%|1
1996-01-30|875.45|873.03|881.6|873.03|29.87M|0.26%|1
1996-01-31|878.82|875.37|878.82|875.22|28.36M|0.38%|1
1996-02-01|885.13|879.19|890.41|879.19|40.11M|0.72%|1
1996-02-02|881.48|885.14|888|879.59|33.76M|-0.41%|0
1996-02-03|884.63|881.46|887.62|881.46|18.02M|0.36%|1
1996-02-05|890.68|884.77|893.01|884.63|27.58M|0.68%|1
1996-02-06|881.21|890.74|894.62|879.91|30.19M|-1.06%|0
1996-02-07|883.77|881.19|885.06|878.65|24.13M|0.29%|1
1996-02-08|889.01|883.2|890.89|883.2|31.67M|0.59%|1
1996-02-09|881.88|889.1|892.51|881.84|28.06M|-0.80%|0
1996-02-10|875.21|879.81|880.12|875.16|15.80M|-0.76%|0
1996-02-12|865.12|874.83|877|865.1|21.51M|-1.15%|0
1996-02-13|858.18|864.18|864.18|853.03|21.11M|-0.80%|0
1996-02-14|869.98|858.49|870.01|856.73|23.17M|1.38%|1
1996-02-15|869.35|869.98|874.47|868.91|30.68M|-0.07%|0
1996-02-16|878.03|869.04|879.98|869.04|32.74M|1.00%|1
1996-02-17|889.34|878.37|889.46|878.37|19.09M|1.29%|1
1996-02-21|883.23|889.27|891.65|883.23|23.48M|-0.69%|0
1996-02-22|881.6|882.76|883.3|877.58|22.92M|-0.18%|0
1996-02-23|876.55|881.77|883.06|876.39|22.56M|-0.57%|0
1996-02-24|868.61|878.17|878.17|868.2|14.04M|-0.91%|0
1996-02-26|859.05|869.11|885.81|859.05|26.58M|-1.10%|0
1996-02-27|859.87|858.73|862.98|852.24|20.52M|0.10%|1
1996-02-28|855.21|859.74|864.86|855.11|19.51M|-0.54%|0
1996-02-29|852.83|855.06|855.06|847.77|19.07M|-0.28%|0
1996-03-02|856.51|852.76|857.28|852.7|13.70M|0.43%|1
1996-03-04|855.1|858.22|861.75|853.97|17.25M|-0.16%|0
1996-03-05|857.72|855.22|860.12|854.46|16.85M|0.31%|1
1996-03-06|851.06|857.49|858.05|848.88|19.50M|-0.78%|0
1996-03-07|842.22|850.78|850.78|840.73|17.76M|-1.04%|0
1996-03-08|849.15|842.42|849.24|842.42|17.95M|0.82%|1
1996-03-09|863.63|849.24|863.63|849.24|17.01M|1.71%|1
1996-03-11|848.26|863.59|863.59|848.26|17.73M|-1.78%|0
1996-03-12|844.42|848.06|851.44|840.24|25.24M|-0.45%|0
1996-03-13|838.87|842.78|844.76|837.54|20.69M|-0.66%|0
1996-03-14|844.43|838.22|849.45|834.79|25.53M|0.66%|1
1996-03-15|856.48|845.48|858.32|845.48|25.32M|1.43%|1
1996-03-16|856.58|856.92|857.92|851.47|15.60M|0.01%|1
1996-03-18|854.46|855.8|860.52|853.54|20.69M|-0.25%|0
1996-03-19|860.13|854.28|860.92|854.28|21.12M|0.66%|1
1996-03-20|869.98|861.67|870.83|861.67|24.37M|1.15%|1
1996-03-21|868.2|870.91|871.9|864.9|21.79M|-0.20%|0
1996-03-22|872.04|868.17|872.96|868.05|23.89M|0.44%|1
1996-03-23|868.76|872.41|872.64|867.92|16.53M|-0.38%|0
1996-03-25|863.27|869.05|869.99|862.28|19.49M|-0.63%|0
1996-03-26|859.07|863.01|864.95|857.79|18.92M|-0.49%|0
1996-03-27|857.21|859.11|861.65|855.6|18.11M|-0.22%|0
1996-03-28|856.56|857.96|862.11|854.97|21.36M|-0.08%|0
1996-03-29|866.76|856.49|866.82|856.19|16.92M|1.19%|1
1996-03-30|874.16|867.14|874.18|867.14|15.15M|0.85%|1
1996-04-01|878.47|876.57|884.16|869.39|73.97M|0.49%|1
1996-04-02|884.47|877.95|884.55|873.27|37.16M|0.68%|1
1996-04-03|884.75|883.93|884.94|881.5|29.38M|0.03%|1
1996-04-04|881.5|884.06|887.12|877.97|28.64M|-0.37%|0
1996-04-06|876.86|877.9|877.9|868.98|19.70M|-0.53%|0
1996-04-08|877.03|873.56|879.25|872.46|25.96M|0.02%|1
1996-04-09|869.82|876.14|881.18|869.58|24.22M|-0.82%|0
1996-04-10|869.17|868.54|873.11|867.9|31.75M|-0.07%|0
1996-04-12|889.82|878.73|889.93|878.73|29.55M|2.38%|1
1996-04-13|895.57|890.05|895.67|886.88|28.72M|0.65%|1
1996-04-15|908.09|895.65|910.31|895.65|48.11M|1.40%|1
1996-04-16|907.73|907.85|914.2|905.09|46.57M|-0.04%|0
1996-04-17|922.4|908.03|922.4|908.03|60.19M|1.62%|1
1996-04-18|936.89|923.86|936.91|919.98|74.04M|1.57%|1
1996-04-19|948.37|938.13|948.94|935.67|67.14M|1.23%|1
1996-04-20|941.69|948.6|952.21|941.66|42.81M|-0.70%|0
1996-04-22|950.61|941.75|957.61|941.75|57.15M|0.95%|1
1996-04-23|940.55|951.47|957.95|940.55|52.69M|-1.06%|0
1996-04-24|956.61|940.5|956.65|934.53|46.24M|1.71%|1
1996-04-25|964.69|957.56|977.44|957.56|57.17M|0.84%|1
