Date|Close|Open|High|Low|Volume|Change|Value
2009-09-17|1,695.47|1,700.19|1,704.88|1,682.04|527.87M|0.72%|1
2009-09-18|1,699.71|1,695.17|1,713.22|1,691.64|500.10M|0.25%|1
2009-09-21|1,695.50|1,700.56|1,709.34|1,691.92|517.26M|-0.25%|0
2009-09-22|1,718.88|1,701.96|1,720.73|1,701.57|448.39M|1.38%|1
2009-09-23|1,711.47|1,723.03|1,723.17|1,705.98|503.23M|-0.43%|0
2009-09-24|1,693.88|1,706.19|1,715.55|1,680.96|421.17M|-1.03%|0
2009-09-25|1,691.48|1,686.41|1,691.71|1,662.52|391.94M|-0.14%|0
2009-09-28|1,675.55|1,678.57|1,685.34|1,668.97|351.38M|-0.94%|0
2009-09-29|1,690.05|1,695.94|1,696.71|1,680.69|343.69M|0.87%|1
2009-09-30|1,673.14|1,688.60|1,704.24|1,665.90|369.85M|-1.00%|0
2009-10-01|1,644.63|1,680.46|1,685.01|1,629.55|337.36M|-1.70%|0
2009-10-05|1,606.90|1,622.10|1,629.01|1,603.71|319.00M|-2.29%|0
2009-10-06|1,598.44|1,620.31|1,626.02|1,590.47|390.39M|-0.53%|0
2009-10-07|1,598.00|1,619.07|1,625.11|1,598.00|411.27M|-0.03%|0
2009-10-08|1,615.46|1,607.86|1,615.46|1,591.15|377.01M|1.09%|1
2009-10-09|1,646.79|1,622.12|1,648.98|1,614.61|440.50M|1.94%|1
2009-10-12|1,639.81|1,660.19|1,661.37|1,631.59|413.66M|-0.42%|0
2009-10-13|1,628.93|1,634.49|1,642.78|1,614.46|420.34M|-0.66%|0
2009-10-14|1,649.09|1,642.10|1,653.22|1,637.78|412.06M|1.24%|1
2009-10-15|1,658.99|1,661.69|1,672.08|1,653.33|374.18M|0.60%|1
2009-10-16|1,640.36|1,656.07|1,667.49|1,638.49|372.95M|-1.12%|0
2009-10-19|1,649.07|1,633.34|1,649.69|1,614.85|279.88M|0.53%|1
2009-10-20|1,659.15|1,663.95|1,665.65|1,649.27|402.31M|0.61%|1
2009-10-21|1,653.86|1,649.81|1,664.52|1,645.56|366.29M|-0.32%|0
2009-10-22|1,630.33|1,638.01|1,650.03|1,623.96|386.90M|-1.42%|0
2009-10-23|1,640.17|1,643.62|1,647.27|1,633.11|331.33M|0.60%|1
2009-10-26|1,657.11|1,634.33|1,663.03|1,633.92|314.21M|1.03%|1
2009-10-27|1,649.53|1,646.76|1,651.63|1,637.15|334.70M|-0.46%|0
2009-10-28|1,609.71|1,648.80|1,652.46|1,604.01|370.00M|-2.41%|0
2009-10-29|1,585.85|1,584.52|1,587.19|1,564.41|372.46M|-1.48%|0
2009-10-30|1,580.69|1,605.12|1,605.12|1,580.69|272.71M|-0.33%|0
2009-11-02|1,559.09|1,543.24|1,570.15|1,543.24|289.88M|-1.37%|0
2009-11-03|1,549.92|1,562.10|1,565.01|1,549.10|274.47M|-0.59%|0
2009-11-04|1,579.93|1,556.02|1,579.93|1,550.73|267.40M|1.94%|1
2009-11-05|1,552.24|1,568.67|1,571.80|1,551.94|204.38M|-1.75%|0
2009-11-06|1,572.46|1,577.64|1,577.64|1,565.48|254.31M|1.30%|1
2009-11-09|1,576.79|1,577.92|1,592.10|1,573.36|246.23M|0.28%|1
2009-11-10|1,582.30|1,595.33|1,600.41|1,580.03|276.94M|0.35%|1
2009-11-11|1,594.82|1,590.44|1,594.82|1,574.78|263.27M|0.79%|1
2009-11-12|1,572.73|1,598.55|1,603.01|1,572.72|282.77M|-1.39%|0
2009-11-13|1,571.99|1,581.60|1,587.07|1,561.93|260.03M|-0.05%|0
2009-11-16|1,592.47|1,577.63|1,592.48|1,566.83|246.31M|1.30%|1
2009-11-17|1,585.98|1,599.79|1,602.67|1,585.97|295.96M|-0.41%|0
2009-11-18|1,603.97|1,595.88|1,612.63|1,594.86|279.96M|1.13%|1
2009-11-19|1,620.54|1,608.94|1,625.35|1,608.58|281.50M|1.03%|1
2009-11-20|1,620.60|1,613.28|1,624.90|1,612.32|262.29M|0.00%|1
2009-11-23|1,619.05|1,623.80|1,630.41|1,611.73|256.97M|-0.10%|0
2009-11-24|1,606.42|1,626.93|1,627.11|1,601.14|397.85M|-0.78%|0
2009-11-25|1,611.88|1,608.83|1,614.90|1,599.08|287.01M|0.34%|1
2009-11-26|1,599.52|1,606.73|1,621.21|1,599.51|282.56M|-0.77%|0
2009-11-27|1,524.50|1,574.56|1,581.44|1,519.40|389.95M|-4.69%|0
2009-11-30|1,555.60|1,547.65|1,566.51|1,547.65|311.49M|2.04%|1
2009-12-01|1,569.72|1,550.35|1,569.72|1,541.09|304.88M|0.91%|1
2009-12-02|1,591.63|1,582.62|1,597.12|1,579.99|329.37M|1.40%|1
2009-12-03|1,615.00|1,597.31|1,615.00|1,594.50|282.33M|1.47%|1
2009-12-04|1,624.76|1,609.07|1,629.80|1,608.39|281.88M|0.60%|1
2009-12-07|1,632.65|1,633.30|1,635.72|1,625.44|267.04M|0.49%|1
2009-12-08|1,627.78|1,630.78|1,638.22|1,622.31|355.53M|-0.30%|0
2009-12-09|1,634.17|1,615.65|1,634.17|1,609.81|354.63M|0.39%|1
2009-12-10|1,652.73|1,635.58|1,652.73|1,612.71|470.00M|1.14%|1
2009-12-11|1,656.90|1,650.57|1,664.05|1,641.54|438.80M|0.25%|1
2009-12-14|1,664.77|1,662.74|1,664.85|1,644.75|411.97M|0.47%|1
2009-12-15|1,665.85|1,659.77|1,667.73|1,657.85|366.14M|0.06%|1
2009-12-16|1,664.24|1,666.16|1,670.10|1,652.10|370.48M|-0.10%|0
2009-12-17|1,647.84|1,663.65|1,664.65|1,647.66|376.80M|-0.99%|0
2009-12-18|1,647.04|1,639.25|1,651.02|1,632.09|264.01M|-0.05%|0
2009-12-21|1,644.23|1,646.32|1,650.89|1,637.23|288.56M|-0.17%|0
2009-12-22|1,655.54|1,656.18|1,658.10|1,647.21|472.13M|0.69%|1
2009-12-23|1,661.35|1,661.44|1,661.68|1,654.87|371.78M|0.35%|1
2009-12-24|1,682.34|1,663.66|1,687.08|1,662.31|330.90M|1.26%|1
2009-12-28|1,685.59|1,695.19|1,695.33|1,679.56|389.50M|0.19%|1
2009-12-29|1,672.48|1,674.96|1,683.05|1,662.07|318.04M|-0.78%|0
2009-12-30|1,682.77|1,670.19|1,682.77|1,661.11|326.53M|0.62%|1
2010-01-04|1,696.14|1,681.71|1,696.14|1,681.71|296.55M|0.79%|1
2010-01-05|1,690.62|1,701.62|1,702.39|1,686.45|408.85M|-0.33%|0
2010-01-06|1,705.32|1,697.88|1,706.89|1,696.10|426.04M|0.87%|1
2010-01-07|1,683.45|1,702.92|1,707.90|1,683.45|462.40M|-1.28%|0
2010-01-08|1,695.26|1,694.06|1,695.26|1,668.84|379.95M|0.70%|1
2010-01-11|1,694.12|1,700.79|1,705.73|1,694.12|407.68M|-0.07%|0
2010-01-12|1,698.64|1,695.83|1,701.16|1,683.29|383.76M|0.27%|1
2010-01-13|1,671.41|1,683.51|1,687.58|1,671.11|361.93M|-1.60%|0
2010-01-14|1,685.77|1,680.68|1,692.78|1,677.46|433.75M|0.86%|1
2010-01-15|1,701.80|1,694.65|1,704.43|1,686.12|415.90M|0.95%|1
2010-01-18|1,711.78|1,696.14|1,716.62|1,688.89|420.75M|0.59%|1
2010-01-19|1,710.22|1,719.41|1,723.22|1,706.73|384.38M|-0.09%|0
2010-01-20|1,714.38|1,723.01|1,723.01|1,708.58|695.74M|0.24%|1
2010-01-21|1,722.01|1,700.53|1,722.01|1,695.18|543.45M|0.45%|1
2010-01-22|1,684.35|1,696.21|1,706.09|1,665.60|615.07M|-2.19%|0
2010-01-25|1,670.20|1,662.77|1,681.83|1,660.58|585.00M|-0.84%|0
2010-01-26|1,637.34|1,670.47|1,671.66|1,626.98|576.95M|-1.97%|0
2010-01-27|1,625.48|1,641.88|1,643.64|1,620.55|446.54M|-0.72%|0
2010-01-28|1,642.43|1,632.58|1,649.46|1,619.26|479.61M|1.04%|1
2010-01-29|1,602.43|1,621.00|1,626.57|1,595.39|473.94M|-2.44%|0
2010-02-01|1,606.44|1,603.87|1,611.99|1,590.80|382.24M|0.25%|1
2010-02-02|1,595.81|1,618.60|1,618.60|1,591.24|434.96M|-0.66%|0
2010-02-03|1,615.02|1,614.16|1,618.86|1,602.55|438.15M|1.20%|1
2010-02-04|1,616.42|1,615.48|1,619.37|1,607.87|396.78M|0.09%|1
2010-02-05|1,567.12|1,567.59|1,575.16|1,560.99|460.77M|-3.05%|0
2010-02-08|1,552.79|1,565.24|1,566.30|1,548.78|445.72M|-0.91%|0
2010-02-09|1,570.49|1,550.80|1,571.96|1,549.11|433.88M|1.14%|1
2010-02-10|1,570.12|1,578.83|1,581.56|1,565.79|436.12M|-0.02%|0
2010-02-11|1,597.81|1,574.95|1,600.41|1,574.77|393.76M|1.76%|1
2010-02-12|1,593.66|1,595.95|1,598.41|1,577.89|292.26M|-0.26%|0
2010-02-16|1,601.05|1,589.97|1,608.86|1,586.87|275.27M|0.46%|1
2010-02-17|1,627.43|1,619.04|1,628.31|1,618.27|383.62M|1.65%|1
2010-02-18|1,621.19|1,630.89|1,631.71|1,618.81|313.98M|-0.38%|0
2010-02-19|1,593.90|1,611.09|1,623.25|1,592.92|345.77M|-1.68%|0
2010-02-22|1,627.10|1,617.16|1,630.51|1,617.16|307.16M|2.08%|1
2010-02-23|1,628.90|1,626.75|1,630.45|1,616.04|352.02M|0.11%|1
2010-02-24|1,612.83|1,616.55|1,618.46|1,606.24|390.68M|-0.99%|0
2010-02-25|1,587.51|1,620.25|1,621.84|1,582.22|403.21M|-1.57%|0
2010-02-26|1,594.58|1,593.73|1,596.55|1,580.70|331.76M|0.45%|1
2010-03-02|1,615.12|1,612.43|1,620.15|1,608.97|415.10M|1.29%|1
2010-03-03|1,622.44|1,615.25|1,622.63|1,611.35|403.47M|0.45%|1
2010-03-04|1,618.20|1,625.35|1,631.10|1,612.47|383.04M|-0.26%|0
2010-03-05|1,634.57|1,624.80|1,634.57|1,624.74|344.08M|1.01%|1
2010-03-08|1,660.04|1,653.54|1,660.28|1,649.67|367.81M|1.56%|1
2010-03-09|1,660.83|1,657.94|1,661.26|1,653.98|634.71M|0.05%|1
2010-03-10|1,662.24|1,662.00|1,662.88|1,653.69|500.08M|0.08%|1
2010-03-11|1,656.62|1,670.82|1,672.48|1,656.48|529.00M|-0.34%|0
2010-03-12|1,662.74|1,666.59|1,666.86|1,653.03|369.51M|0.37%|1
2010-03-15|1,649.50|1,663.86|1,667.44|1,643.51|343.81M|-0.80%|0
2010-03-16|1,648.01|1,654.52|1,655.27|1,642.86|512.56M|-0.09%|0
2010-03-17|1,682.86|1,663.30|1,682.86|1,659.64|606.00M|2.11%|1
2010-03-18|1,675.17|1,679.21|1,687.70|1,675.10|434.50M|-0.46%|0
2010-03-19|1,686.11|1,682.52|1,687.68|1,677.62|441.81M|0.65%|1
2010-03-22|1,672.67|1,678.51|1,680.94|1,664.88|347.60M|-0.80%|0
2010-03-23|1,681.82|1,685.07|1,689.46|1,677.91|414.29M|0.55%|1
2010-03-24|1,681.01|1,693.56|1,695.03|1,678.07|371.52M|-0.05%|0
2010-03-25|1,688.39|1,680.42|1,688.39|1,677.05|389.69M|0.44%|1
2010-03-26|1,697.72|1,683.96|1,699.94|1,680.91|397.62M|0.55%|1
2010-03-29|1,691.99|1,681.99|1,699.81|1,681.44|339.61M|-0.34%|0
2010-03-30|1,700.19|1,705.51|1,705.57|1,693.83|321.04M|0.48%|1
2010-03-31|1,692.85|1,702.58|1,704.81|1,689.92|328.32M|-0.43%|0
2010-04-01|1,719.17|1,695.30|1,719.74|1,695.30|296.99M|1.55%|1
2010-04-02|1,723.49|1,723.29|1,725.39|1,715.56|355.09M|0.25%|1
2010-04-05|1,724.99|1,728.27|1,731.00|1,711.16|426.89M|0.09%|1
2010-04-06|1,726.09|1,732.98|1,732.98|1,719.14|420.90M|0.06%|1
2010-04-07|1,726.60|1,725.31|1,729.23|1,722.19|399.75M|0.03%|1
2010-04-08|1,733.78|1,722.13|1,733.78|1,719.51|362.55M|0.42%|1
2010-04-09|1,724.47|1,735.00|1,737.45|1,710.11|452.53M|-0.54%|0
2010-04-12|1,710.30|1,730.37|1,733.30|1,707.92|416.64M|-0.82%|0
2010-04-13|1,710.59|1,714.96|1,716.09|1,699.58|369.62M|0.02%|1
2010-04-14|1,735.33|1,720.42|1,735.33|1,720.42|431.59M|1.45%|1
2010-04-15|1,743.91|1,745.52|1,747.38|1,729.59|464.87M|0.49%|1
2010-04-16|1,734.49|1,742.24|1,743.65|1,723.28|381.11M|-0.54%|0
2010-04-19|1,705.30|1,708.39|1,720.03|1,700.69|367.56M|-1.68%|0
2010-04-20|1,718.03|1,715.83|1,721.36|1,710.18|522.27M|0.75%|1
2010-04-21|1,747.58|1,730.37|1,748.19|1,729.77|535.04M|1.72%|1
2010-04-22|1,739.52|1,737.29|1,740.04|1,727.61|528.08M|-0.46%|0
2010-04-23|1,737.03|1,747.92|1,748.46|1,732.88|463.21M|-0.14%|0
2010-04-26|1,752.20|1,745.98|1,757.76|1,745.80|420.57M|0.87%|1
2010-04-27|1,749.55|1,748.84|1,756.15|1,742.27|432.38M|-0.15%|0
2010-04-28|1,733.91|1,716.17|1,733.91|1,714.53|399.81M|-0.89%|0
2010-04-29|1,728.42|1,738.77|1,738.77|1,720.67|446.71M|-0.32%|0
2010-04-30|1,741.56|1,742.32|1,749.69|1,739.81|412.07M|0.76%|1
2010-05-03|1,721.21|1,735.68|1,740.15|1,709.81|414.10M|-1.17%|0
2010-05-04|1,718.75|1,730.57|1,734.47|1,714.17|380.99M|-0.14%|0
2010-05-06|1,684.71|1,679.79|1,689.16|1,674.11|448.57M|-1.98%|0
2010-05-07|1,647.50|1,632.45|1,658.30|1,625.83|456.38M|-2.21%|0
2010-05-10|1,677.63|1,661.61|1,679.58|1,654.41|383.50M|1.83%|1
2010-05-11|1,670.24|1,692.40|1,692.40|1,661.71|457.06M|-0.44%|0
2010-05-12|1,663.03|1,678.79|1,680.16|1,657.67|453.19M|-0.43%|0
2010-05-13|1,694.58|1,683.76|1,700.00|1,682.91|400.38M|1.90%|1
2010-05-14|1,695.63|1,685.75|1,699.59|1,677.44|432.90M|0.06%|1
2010-05-17|1,651.51|1,668.57|1,673.01|1,644.71|402.48M|-2.60%|0
2010-05-18|1,643.24|1,662.31|1,663.15|1,629.35|493.34M|-0.50%|0
2010-05-19|1,630.08|1,621.32|1,630.31|1,601.54|417.50M|-0.80%|0
2010-05-20|1,600.18|1,624.17|1,640.47|1,591.93|358.18M|-1.83%|0
2010-05-24|1,604.93|1,589.83|1,612.91|1,585.62|270.82M|0.30%|1
2010-05-25|1,560.83|1,585.17|1,585.60|1,532.68|475.23M|-2.75%|0
2010-05-26|1,582.12|1,575.29|1,582.12|1,549.65|358.16M|1.36%|1
2010-05-27|1,607.50|1,565.59|1,611.59|1,565.40|357.56M|1.60%|1
2010-05-28|1,622.78|1,630.14|1,630.18|1,606.76|315.90M|0.95%|1
2010-05-31|1,641.25|1,625.08|1,641.25|1,621.09|299.38M|1.14%|1
2010-06-01|1,630.40|1,634.55|1,643.08|1,623.40|314.10M|-0.66%|0
2010-06-03|1,661.84|1,643.74|1,663.67|1,641.77|308.76M|1.93%|1
2010-06-04|1,664.13|1,660.99|1,670.94|1,658.52|286.09M|0.14%|1
2010-06-07|1,637.97|1,628.06|1,638.88|1,618.57|300.88M|-1.57%|0
2010-06-08|1,651.48|1,635.01|1,656.37|1,630.43|280.29M|0.82%|1
2010-06-09|1,647.22|1,653.12|1,655.61|1,638.38|315.11M|-0.26%|0
2010-06-10|1,651.70|1,651.92|1,662.32|1,643.71|307.93M|0.27%|1
2010-06-11|1,675.34|1,674.61|1,681.70|1,662.75|369.42M|1.43%|1
2010-06-14|1,690.60|1,683.29|1,698.21|1,681.95|373.94M|0.91%|1
2010-06-15|1,690.03|1,687.85|1,696.74|1,684.52|347.78M|-0.03%|0
2010-06-16|1,705.33|1,707.98|1,710.57|1,694.92|379.96M|0.91%|1
2010-06-17|1,707.92|1,707.29|1,711.48|1,701.28|369.77M|0.15%|1
2010-06-18|1,711.95|1,710.40|1,712.35|1,701.92|293.74M|0.24%|1
2010-06-21|1,739.68|1,728.37|1,741.48|1,723.77|391.91M|1.62%|1
2010-06-22|1,731.48|1,727.96|1,734.42|1,723.96|404.66M|-0.47%|0
2010-06-23|1,725.82|1,722.52|1,731.78|1,721.41|371.81M|-0.33%|0
2010-06-24|1,739.87|1,724.85|1,739.87|1,721.72|313.78M|0.81%|1
2010-06-25|1,729.84|1,721.53|1,733.70|1,719.08|303.71M|-0.58%|0
2010-06-28|1,732.03|1,734.53|1,735.27|1,726.25|346.98M|0.13%|1
2010-06-29|1,707.76|1,735.31|1,739.97|1,703.47|381.28M|-1.40%|0
2010-06-30|1,698.29|1,678.54|1,699.55|1,675.47|341.74M|-0.55%|0
2010-07-01|1,686.24|1,687.00|1,693.90|1,664.54|327.66M|-0.71%|0
2010-07-02|1,671.82|1,688.95|1,693.75|1,667.38|344.94M|-0.86%|0
2010-07-05|1,675.37|1,675.43|1,680.39|1,664.22|356.62M|0.21%|1
2010-07-06|1,684.94|1,664.87|1,684.94|1,650.30|337.49M|0.57%|1
2010-07-07|1,675.65|1,685.77|1,685.77|1,668.61|345.70M|-0.55%|0
2010-07-08|1,698.64|1,699.17|1,702.65|1,692.93|330.72M|1.37%|1
2010-07-09|1,723.01|1,708.72|1,723.14|1,697.61|471.78M|1.43%|1
2010-07-12|1,734.05|1,731.73|1,734.05|1,724.60|345.88M|0.64%|1
2010-07-13|1,735.08|1,737.92|1,750.48|1,732.85|412.05M|0.06%|1
2010-07-14|1,758.01|1,754.43|1,764.81|1,754.12|534.46M|1.32%|1
2010-07-15|1,751.29|1,754.71|1,759.19|1,748.98|392.85M|-0.38%|0
2010-07-16|1,738.45|1,751.20|1,754.28|1,736.66|376.49M|-0.73%|0
2010-07-19|1,731.95|1,719.14|1,737.90|1,717.97|282.11M|-0.37%|0
2010-07-20|1,736.77|1,727.38|1,740.82|1,724.60|308.03M|0.28%|1
2010-07-21|1,748.78|1,752.69|1,755.66|1,740.11|375.93M|0.69%|1
2010-07-22|1,735.53|1,744.70|1,752.58|1,732.49|405.18M|-0.76%|0
2010-07-23|1,758.06|1,756.38|1,760.62|1,745.04|372.76M|1.30%|1
2010-07-26|1,769.07|1,760.10|1,774.05|1,758.99|320.60M|0.63%|1
2010-07-27|1,768.31|1,775.47|1,778.72|1,765.42|361.54M|-0.04%|0
2010-07-28|1,773.47|1,773.69|1,775.82|1,764.54|325.70M|0.29%|1
2010-07-29|1,770.88|1,770.44|1,776.96|1,767.96|348.62M|-0.15%|0
2010-07-30|1,759.33|1,768.24|1,774.74|1,754.58|370.94M|-0.65%|0
2010-08-02|1,782.27|1,771.38|1,784.10|1,767.60|332.86M|1.30%|1
2010-08-03|1,790.60|1,796.00|1,796.28|1,784.57|349.33M|0.47%|1
2010-08-04|1,789.26|1,795.23|1,795.23|1,774.48|335.35M|-0.07%|0
2010-08-05|1,783.86|1,796.63|1,797.42|1,773.49|338.14M|-0.30%|0
2010-08-06|1,783.83|1,782.47|1,785.98|1,769.46|336.26M|0.00%|1
2010-08-09|1,790.17|1,779.38|1,790.21|1,776.72|290.70M|0.36%|1
2010-08-10|1,781.13|1,792.12|1,794.55|1,779.57|301.06M|-0.50%|0
2010-08-11|1,758.19|1,775.34|1,776.99|1,754.18|380.36M|-1.29%|0
2010-08-12|1,721.75|1,731.34|1,742.80|1,721.75|359.76M|-2.07%|0
2010-08-13|1,746.24|1,731.15|1,747.11|1,725.24|278.60M|1.42%|1
2010-08-16|1,743.31|1,735.36|1,746.02|1,716.86|314.46M|-0.17%|0
2010-08-17|1,755.03|1,737.36|1,757.22|1,734.51|427.00M|0.67%|1
2010-08-18|1,761.99|1,763.84|1,765.01|1,753.68|371.48M|0.40%|1
2010-08-19|1,779.64|1,763.60|1,781.07|1,762.98|344.95M|1.00%|1
2010-08-20|1,775.54|1,769.02|1,776.35|1,765.58|362.00M|-0.23%|0
2010-08-23|1,767.71|1,780.59|1,788.71|1,766.77|330.34M|-0.44%|0
2010-08-24|1,760.53|1,757.10|1,771.76|1,749.11|401.70M|-0.41%|0
2010-08-25|1,734.79|1,745.77|1,753.57|1,734.79|346.28M|-1.46%|0
2010-08-26|1,729.76|1,744.08|1,744.40|1,729.76|303.05M|-0.29%|0
2010-08-27|1,729.56|1,724.00|1,732.84|1,719.20|245.58M|-0.01%|0
2010-08-30|1,760.13|1,749.02|1,760.35|1,746.21|247.36M|1.77%|1
2010-08-31|1,742.75|1,746.85|1,752.07|1,736.23|289.49M|-0.99%|0
2010-09-01|1,764.69|1,751.96|1,767.21|1,748.30|305.27M|1.26%|1
2010-09-02|1,775.73|1,783.22|1,783.85|1,767.67|292.78M|0.63%|1
2010-09-03|1,780.02|1,780.80|1,786.04|1,774.95|312.02M|0.24%|1
2010-09-06|1,792.42|1,791.76|1,794.07|1,784.49|328.11M|0.70%|1
2010-09-07|1,787.74|1,792.07|1,796.50|1,786.37|316.86M|-0.26%|0
2010-09-08|1,779.22|1,780.48|1,785.48|1,770.78|322.53M|-0.48%|0
2010-09-09|1,784.36|1,786.83|1,790.47|1,775.07|367.86M|0.29%|1
2010-09-10|1,802.58|1,792.75|1,808.18|1,791.95|340.65M|1.02%|1
2010-09-13|1,818.86|1,812.03|1,819.12|1,807.59|386.84M|0.90%|1
2010-09-14|1,815.25|1,824.78|1,827.03|1,810.78|387.03M|-0.20%|0
2010-09-15|1,823.88|1,817.30|1,827.00|1,813.09|338.94M|0.48%|1
2010-09-16|1,811.85|1,822.35|1,824.61|1,811.85|336.25M|-0.66%|0
2010-09-17|1,827.35|1,823.64|1,828.54|1,812.05|317.38M|0.86%|1
2010-09-20|1,832.63|1,821.52|1,833.78|1,818.60|242.70M|0.29%|1
2010-09-24|1,846.60|1,830.22|1,846.60|1,825.80|274.23M|0.76%|1
2010-09-27|1,860.83|1,856.42|1,862.03|1,851.97|383.63M|0.77%|1
2010-09-28|1,855.97|1,859.04|1,862.72|1,852.52|357.14M|-0.26%|0
2010-09-29|1,866.45|1,865.27|1,873.79|1,864.43|359.93M|0.56%|1
2010-09-30|1,872.81|1,870.21|1,872.81|1,861.18|353.55M|0.34%|1
2010-10-01|1,876.73|1,872.39|1,884.00|1,868.90|366.20M|0.21%|1
2010-10-04|1,879.29|1,884.49|1,889.50|1,875.93|392.50M|0.14%|1
2010-10-05|1,878.94|1,874.10|1,885.00|1,868.89|342.73M|-0.02%|0
2010-10-06|1,903.95|1,897.07|1,905.73|1,894.02|392.06M|1.33%|1
2010-10-07|1,900.85|1,901.20|1,906.02|1,893.14|398.96M|-0.16%|0
2010-10-08|1,897.07|1,900.86|1,900.86|1,887.98|374.07M|-0.20%|0
2010-10-11|1,889.91|1,908.55|1,909.01|1,885.08|341.19M|-0.38%|0
2010-10-12|1,868.04|1,892.27|1,893.13|1,857.93|315.47M|-1.16%|0
2010-10-13|1,876.15|1,878.58|1,881.20|1,866.41|318.75M|0.43%|1
2010-10-14|1,899.76|1,886.68|1,899.76|1,884.45|375.10M|1.26%|1
2010-10-15|1,902.29|1,898.85|1,903.25|1,893.76|369.33M|0.13%|1
2010-10-18|1,875.42|1,904.57|1,904.79|1,875.42|372.19M|-1.41%|0
2010-10-19|1,857.32|1,878.98|1,885.23|1,857.32|426.77M|-0.97%|0
2010-10-20|1,870.44|1,844.41|1,875.76|1,837.08|367.89M|0.71%|1
2010-10-21|1,874.69|1,878.51|1,879.08|1,858.38|414.87M|0.23%|1
2010-10-22|1,897.31|1,882.08|1,897.31|1,880.25|348.42M|1.21%|1
2010-10-25|1,915.71|1,902.51|1,918.87|1,899.08|408.17M|0.97%|1
2010-10-26|1,919.41|1,913.25|1,919.56|1,909.27|351.86M|0.19%|1
2010-10-27|1,909.54|1,919.48|1,924.61|1,902.18|392.95M|-0.51%|0
2010-10-28|1,907.87|1,909.38|1,914.89|1,901.80|348.38M|-0.09%|0
2010-10-29|1,882.95|1,913.61|1,913.95|1,875.31|375.84M|-1.31%|0
2010-11-01|1,914.74|1,889.57|1,914.74|1,880.25|343.30M|1.69%|1
2010-11-02|1,918.04|1,912.28|1,920.29|1,907.18|340.83M|0.17%|1
2010-11-03|1,935.97|1,931.13|1,943.23|1,930.11|358.98M|0.93%|1
2010-11-04|1,942.50|1,941.56|1,945.58|1,936.04|324.78M|0.34%|1
2010-11-05|1,938.96|1,962.34|1,966.99|1,938.57|401.40M|-0.18%|0
2010-11-08|1,942.41|1,946.76|1,948.44|1,930.29|312.65M|0.18%|1
2010-11-09|1,947.46|1,943.56|1,947.66|1,935.38|298.82M|0.26%|1
2010-11-10|1,967.85|1,945.73|1,967.85|1,945.28|366.01M|1.05%|1
2010-11-11|1,914.73|1,966.50|1,976.46|1,914.73|373.18M|-2.70%|0
2010-11-12|1,913.12|1,951.35|1,958.22|1,899.49|465.47M|-0.08%|0
2010-11-15|1,913.81|1,918.69|1,925.43|1,900.25|303.80M|0.04%|1
2010-11-16|1,899.13|1,912.11|1,916.07|1,890.00|336.33M|-0.77%|0
2010-11-17|1,897.11|1,877.23|1,908.17|1,875.34|293.29M|-0.11%|0
2010-11-18|1,927.86|1,908.38|1,929.24|1,904.37|271.42M|1.62%|1
2010-11-19|1,940.96|1,936.74|1,940.96|1,927.81|292.69M|0.68%|1
2010-11-22|1,944.34|1,947.01|1,954.78|1,939.51|330.55M|0.17%|1
2010-11-23|1,928.94|1,938.91|1,943.48|1,919.15|377.79M|-0.79%|0
2010-11-24|1,925.98|1,883.92|1,928.45|1,882.52|451.50M|-0.15%|0
2010-11-25|1,927.68|1,934.97|1,935.59|1,916.16|323.35M|0.09%|1
2010-11-26|1,901.80|1,932.78|1,936.72|1,893.94|459.21M|-1.34%|0
2010-11-29|1,895.54|1,904.95|1,912.53|1,880.58|299.80M|-0.33%|0
2010-11-30|1,904.63|1,889.89|1,917.57|1,889.86|443.69M|0.48%|1
2010-12-01|1,929.32|1,907.70|1,929.32|1,904.71|339.16M|1.30%|1
2010-12-02|1,950.26|1,943.71|1,950.26|1,940.23|439.00M|1.09%|1
2010-12-03|1,957.26|1,960.61|1,960.61|1,948.51|438.58M|0.36%|1
2010-12-06|1,953.64|1,961.23|1,961.47|1,946.35|460.28M|-0.18%|0
2010-12-07|1,962.52|1,955.63|1,964.64|1,952.56|639.16M|0.45%|1
2010-12-08|1,955.72|1,960.30|1,970.91|1,953.97|496.39M|-0.35%|0
2010-12-09|1,988.96|1,963.88|1,988.96|1,961.68|448.35M|1.70%|1
2010-12-10|1,986.14|1,984.11|1,991.96|1,979.73|373.86M|-0.14%|0
2010-12-13|1,996.59|1,993.42|1,997.36|1,983.93|385.63M|0.53%|1
2010-12-14|2,009.05|2,000.60|2,009.05|1,996.82|396.59M|0.62%|1
2010-12-15|2,017.48|2,009.20|2,017.48|2,004.06|490.27M|0.42%|1
2010-12-16|2,009.24|2,009.86|2,019.49|2,002.33|362.51M|-0.41%|0
2010-12-17|2,026.30|2,018.28|2,027.55|2,010.75|503.50M|0.85%|1
2010-12-20|2,020.28|2,008.14|2,021.70|1,996.44|409.15M|-0.30%|0
2010-12-21|2,037.09|2,035.11|2,043.81|2,032.66|370.45M|0.83%|1
2010-12-22|2,038.11|2,039.35|2,045.39|2,035.25|335.35M|0.05%|1
2010-12-23|2,037.53|2,042.41|2,043.62|2,028.78|341.07M|-0.03%|0
2010-12-24|2,029.60|2,040.64|2,042.89|2,027.96|317.44M|-0.39%|0
2010-12-27|2,022.19|2,024.56|2,034.62|2,018.75|282.87M|-0.37%|0
