Date|Close|Change
2011-02-16|3.06|3.73%
2011-02-17|3.05|-0.33%
2011-02-18|3.1|1.64%
2011-02-21|3.2|3.23%
2011-02-22|2.95|-7.81%
2011-02-23|3|1.69%
2011-02-24|3|0.00%
2011-02-25|3|0.00%
2011-02-28|2.99|-0.33%
2011-03-01|3.04|1.67%
2011-03-02|2.89|-4.93%
2011-03-03|2.95|2.08%
2011-03-04|3|1.69%
2011-03-07|2.89|-3.67%
2011-03-08|3.04|5.19%
2011-03-09|2.86|-5.92%
2011-03-10|2.9|1.40%
2011-03-11|2.87|-1.03%
2011-03-14|2.81|-2.09%
2011-03-15|2.81|0.00%
2011-03-16|2.86|1.78%
2011-03-17|3|4.90%
2011-03-18|2.8|-6.67%
2011-03-21|2.9|3.57%
2011-03-22|2.79|-3.79%
2011-03-23|3|7.53%
2011-03-24|2.79|-7.00%
2011-03-25|2.83|1.43%
2011-03-28|2.88|1.77%
2011-03-29|2.925|1.56%
2011-03-30|2.92|-0.17%
2011-03-31|2.92|0.00%
2011-04-01|2.9|-0.68%
2011-04-02|2.9|0.00%
2011-04-06|2.95|1.72%
2011-04-07|2.82|-4.41%
2011-04-08|2.87|1.77%
2011-04-11|2.9|1.05%
2011-04-12|2.9|0.00%
2011-04-13|2.82|-2.76%
2011-04-14|2.89|2.48%
2011-04-15|2.82|-2.42%
2011-04-18|2.87|1.77%
2011-04-19|2.89|0.70%
2011-04-20|2.89|0.00%
2011-04-21|2.9|0.35%
2011-04-22|2.84|-2.07%
2011-04-25|2.82|-0.70%
2011-04-26|2.95|4.61%
2011-04-27|2.82|-4.41%
2011-04-28|2.82|0.00%
2011-04-29|2.8|-0.71%
2011-05-03|2.82|0.71%
2011-05-04|2.82|0.00%
2011-05-05|2.86|1.42%
2011-05-06|2.84|-0.70%
2011-05-09|2.95|3.87%
2011-05-10|2.89|-2.03%
2011-05-11|2.88|-0.35%
2011-05-12|2.82|-2.08%
2011-05-13|2.85|1.06%
2011-05-16|2.92|2.46%
2011-05-17|3|2.74%
2011-05-18|2.95|-1.67%
2011-05-19|2.92|-1.02%
2011-05-20|2.942|0.75%
2011-05-23|2.942|0.00%
2011-05-24|3.06|4.01%
2011-05-25|3.02|-1.31%
2011-05-26|3.02|0.00%
2011-05-27|3.06|1.32%
2011-05-30|3.06|0.00%
2011-05-31|3.05|-0.33%
2011-06-01|3.06|0.33%
2011-06-02|3.02|-1.31%
2011-06-03|3.02|0.00%
2011-06-07|3.02|0.00%
2011-06-08|3.03|0.33%
2011-06-09|3.03|0.00%
2011-06-10|3.06|0.99%
2011-06-13|3.05|-0.33%
2011-06-14|3.06|0.33%
2011-06-15|3.06|0.00%
2011-06-16|3.06|0.00%
2011-06-17|3.06|0.00%
2011-06-20|3.06|0.00%
2011-06-21|3.06|0.00%
2011-06-22|3.06|0.00%
2011-06-23|3.06|0.00%
2011-06-24|3.65|19.28%
2011-06-27|3.584|-1.81%
2011-06-28|3.5|-2.34%
2011-06-29|3.5|0.00%
2011-06-30|3.45|-1.43%
2011-07-01|3.4|-1.45%
2011-07-04|3.5|2.94%
2011-07-05|3.4|-2.86%
2011-07-06|3.42|0.59%
2011-07-07|3.45|0.88%
2011-07-08|3.4|-1.45%
2011-07-11|3.35|-1.47%
2011-07-12|3.29|-1.79%
2011-07-13|3.4|3.34%
2011-07-14|3.55|4.41%
2011-07-15|3.6|1.41%
2011-07-18|3.34|-7.22%
2011-07-19|3.66|9.58%
2011-07-20|3.65|-0.27%
2011-07-21|3.402|-6.79%
2011-07-22|3.804|11.82%
2011-07-25|3.36|-11.67%
2011-07-26|3.88|15.48%
2011-07-27|3.34|-13.92%
2011-07-28|3.79|13.47%
2011-07-29|3.79|0.00%
2011-08-01|3.34|-11.87%
2011-08-02|3.79|13.47%
2011-08-03|3.88|2.37%
2011-08-04|3.8|-2.06%
2011-08-05|3.79|-0.26%
2011-08-08|3.79|0.00%
2011-08-09|3.58|-5.54%
2011-08-10|3.65|1.96%
2011-08-11|3.55|-2.74%
2011-08-12|3.6|1.41%
2011-08-15|3.76|4.44%
2011-08-16|3.6|-4.26%
2011-08-17|3.68|2.22%
2011-08-18|3.6|-2.17%
2011-08-19|3.344|-7.11%
2011-08-22|3.6|7.66%
2011-08-23|3.6|0.00%
2011-08-24|3.7|2.78%
2011-08-25|3.72|0.54%
2011-08-26|3.6|-3.23%
2011-08-29|3.55|-1.39%
2011-08-30|3.55|0.00%
2011-08-31|3.95|11.27%
2011-09-01|3.88|-1.77%
2011-09-02|3.88|0.00%
2011-09-05|3.7|-4.64%
2011-09-06|3.88|4.86%
2011-09-07|3.56|-8.25%
2011-09-08|3.87|8.71%
2011-09-09|3.85|-0.52%
2011-09-13|3.85|0.00%
2011-09-14|3.89|1.04%
2011-09-15|3.9|0.26%
2011-09-16|3.89|-0.26%
2011-09-19|3.84|-1.29%
2011-09-20|3.92|2.08%
2011-09-21|3.93|0.26%
2011-09-22|3.88|-1.27%
2011-09-23|3.92|1.03%
2011-09-26|3.93|0.26%
2011-09-27|3.6|-8.40%
2011-09-28|3.6|0.00%
2011-09-29|3.6|0.00%
2011-09-30|3.58|-0.56%
2011-10-08|3.63|1.40%
2011-10-09|3.6|-0.83%
2011-10-10|3.5|-2.78%
2011-10-11|3.42|-2.29%
2011-10-12|3.43|0.29%
2011-10-13|3.3|-3.79%
2011-10-14|3.42|3.64%
2011-10-17|3.54|3.51%
2011-10-18|3.42|-3.39%
2011-10-19|3.3|-3.51%
2011-10-20|3.05|-7.58%
2011-10-21|3.46|13.44%
2011-10-24|3.1|-10.40%
2011-10-25|3.2|3.23%
2011-10-26|3.15|-1.56%
2011-10-27|3.1|-1.59%
2011-10-28|3.1|0.00%
2011-10-31|3.15|1.61%
2011-11-01|3.15|0.00%
2011-11-02|3.1|-1.59%
2011-11-03|3.2|3.23%
2011-11-04|3.09|-3.44%
2011-11-07|2.98|-3.56%
2011-11-08|3|0.67%
2011-11-09|2.98|-0.67%
2011-11-10|3.09|3.69%
2011-11-11|2.98|-3.56%
2011-11-14|2.5|-16.11%
2011-11-15|2.5|0.00%
2011-11-16|2.6|4.00%
2011-11-17|2.5|-3.85%
2011-11-18|2.6|4.00%
2011-11-21|2.65|1.92%
2011-11-22|2.58|-2.64%
2011-11-23|2.65|2.71%
2011-11-24|2.65|0.00%
2011-11-25|2.538|-4.23%
2011-11-28|2.58|1.65%
2011-11-29|2.5|-3.10%
2011-11-30|2.5|0.00%
2011-12-01|2.65|6.00%
2011-12-02|2.65|0.00%
2011-12-05|2.58|-2.64%
2011-12-06|2.53|-1.94%
2011-12-07|2.6|2.77%
2011-12-08|2.53|-2.69%
2011-12-09|2.65|4.74%
2011-12-12|2.617|-1.25%
2011-12-13|2.65|1.26%
2011-12-14|2.712|2.34%
2011-12-15|2.7|-0.44%
2011-12-16|2.6|-3.70%
2011-12-19|2.7|3.85%
2011-12-20|2.7|0.00%
2011-12-21|2.6|-3.70%
2011-12-22|2.53|-2.69%
2011-12-23|2.712|7.19%
2011-12-26|2.712|0.00%
2011-12-27|2.7|-0.44%
2011-12-28|2.7|0.00%
2011-12-29|2.663|-1.37%
2011-12-30|2.7|1.39%
2011-12-31|2.6|-3.70%
2012-01-04|2.7|3.85%
